restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,459881456,2017-02-15 00:00:00,February 2017,DesDiFai75,226 reviews,4,Good sets offered and well paid quality,Was here for a quick business lunch and the food here has kept its standard since my last visit here. Attentive waiters and fresh fishes so no complaints.
Kampachi Plaza33,458707978,2017-02-11 00:00:00,March 2016,Jane C,23 reviews,4,"Ambiance is good, price is steep",High class and tables are spacious. Got private rooms. Food is nice but price is steep too. Service is good. Easy parking in Plaza 33.
Kampachi Plaza33,452792042,2017-01-18 00:00:00,January 2017,C L,53 reviews,4,"Good, would return if in vicinity","Went for a weekday dinner so it was relatively quiet (which suited us).  The clientele in this restaurant that night seemed predominantly corporate.  

Prices are not cheap by KL (or international) standards but fair given the food quality and impeccable service received.  We had an..."
Kampachi Plaza33,450593307,2017-01-09 00:00:00,January 2017,Jeyasothy P,6 reviews,5,Simply the best!,"Certainly the best Japanese restaurant in Malaysia and perhaps among the best in this region too! 

Excellent food, polite and wonderful service. In a country that is suffering from very poorly designed customer service, average food and overall customer experience generally among pricey restaurants; Kampachi..."
Kampachi Plaza33,446581529,2016-12-25 00:00:00,December 2016,hs8733,110 reviews,4,Birthday Dinner for father,"My father used to take the family for dinners at Kampachi Equatorial KL which we thoroughly enjoyed, the quality of the food, the ambience and fast service.

We were disappointed when the restaurant closed down along with the demolition of Equatorial Hotel.

They reopened outlets..."
Kampachi Plaza33,438432485,2016-11-19 00:00:00,November 2016,MrGovindan,54 reviews,4,Quality Japanese Dinner with client,"Had a official dinner with customer, place was well organized and serves high quality japanese food. We booked the private room which sits 10, it served the purpose well as we wanted to have a nice private dinner. Recommended for business dinner, you can call..."
Kampachi Plaza33,434717255,2016-11-05 00:00:00,November 2016,kienhoetan,14 reviews,4,Good quality Japanese food,Came here for the Saturday a la carte brunch and must say the quality of sashimi and most dishes are good. Service was also to a high standard..
Kampachi Plaza33,432021180,2016-10-27 00:00:00,September 2016,SwissAngel88,47 reviews,5,"Good quality sashimi, good Japanese food, great service.","Been here twice with the family and enjoyed our meals.  A bit pricey but really good authentic Japanese food.  The first time, it was a 2-session lunch buffet and then later, they changed it to just a 1-session lunch buffet.  Sashimi was really fresh.  The..."
Kampachi Plaza33,412923841,2016-08-31 00:00:00,January 2016,yeelaml2015,116 reviews,4,Well Known Japanese Restaurant in a new location,This is the restaurant from the old Equatorial Hotel. Its weekend Japanese Buffet lunch continues to be very popular. It is recommended that bookings be made for the buffet. Its quality continues to be good but the prices are on the high end.
Kampachi Plaza33,408129819,2016-08-21 00:00:00,August 2016,noisyminor,255 reviews,4,"Delicious dishes, good service, comfortable settings ","The service crew is warm, welcoming and knowledgeable though some may have too strong foreign accents to understand. The menu is impressive with simple entrée, delicate sushi sashimi, interesting beef creations, no-brainer sets, house specialties and funky desserts. There is also a drink menu that..."
Kampachi Plaza33,371395833,2016-05-09 00:00:00,December 2015,frenchguyinkl,127 reviews,3,"Fresh, authentic but way overpriced","Kampachi with its Jay 33 outlet stands by its reputation of offering good quality authentic Japanese food with fresh, partly imported, partly local fish used for good quality sushis and sashimis, but the difference in price compared to some other good chains offering authentic Japanese..."
Kampachi Plaza33,358012505,2016-03-24 00:00:00,March 2016,FayDragonica,21 reviews,4,Fresh and good,"The sashimi is one of the freshest tasted and the cold soba noodles are very refreshing. Tempura however, can be served seperately from the rice as it gets soggy if not eaten immediately."
Kampachi Plaza33,354191716,2016-03-10 00:00:00,February 2016,Kheng,96 reviews,5,Fave Japanese in KL,"Yes it is rather pricey compared to other Japanese restaurants in KL, however.... the quality of the produce, the freshness of the fish and the delicate style of cooking make it the best Japanese restaurant for me by far in this city. 
We normally book..."
Kampachi Plaza33,352200255,2016-03-02 00:00:00,February 2016,tony12cu,973 reviews,2,Way overpriced Japanese food,"Bearing the price that the restaurant charge in mind, the food is not up to par, and the service lousy (probably because of the unexpected Chinese New Year crowd).

The food also took very long to be served, between the first dish on the table..."
Kampachi Plaza33,348740240,2016-02-18 00:00:00,February 2016,cingooi,37 reviews,4,Enduring standards,"Enduring standards
Kampachi at the Hotel Equatorial, was a premier Japanese restaurant popular for good food and service.  When the hotel was closed to be rebuilt, Kampachi restaurants were opened in shopping malls. We went to the one in Plaza 33, Petaling Jaya for the..."
Kampachi Plaza33,332796815,2015-12-15 00:00:00,December 2015,Yoke Y,63 reviews,4,Buffet Lunch on Sunday.,"Did not know they serve buffet lunch, but went there with friends, so we decided to try the buffet. Teppanyaki beef is a MUST, of course prawn and salmon too. A few types of grilled/pan-fried fish, usually I am not a fan of fish, but..."
Kampachi Plaza33,332186106,2015-12-12 00:00:00,December 2015,ymt888,"1,421 reviews",3,Good food but considered average for the price charged ,Kampachi is one of the best known Japanese dining brands in KL/PJ. However there are plentiful more good ones everywhere now. While the food and service is always good but the prices charged do not seem to correspond. 5 star prices deserve 5 star food....
Kampachi Plaza33,317636718,2015-10-11 00:00:00,August 2015,Eugeneooihc,84 reviews,4,Expensive,"Fresh, good service, good food but bloody expensive. 3 pax bill came up to over RM500. Will I go again? Yes because of the good food and excellent service but only to treat selected business partners"
Kampachi Plaza33,316693184,2015-10-07 00:00:00,September 2015,tony12cu,973 reviews,3,Good Japanese Food but overpriced,"The service of this restaurant is good and attentive, and is definitely their best offering.

Although the food is good in taste and quality, but I personally feel that it is not value for money.  One can easily get equally good Japanese food at a..."
Kampachi Plaza33,308111926,2015-09-08 00:00:00,August 2015,Vuvie,130 reviews,1,Not fresh. Upset stomach,"Meal: Food is really bad, not fresh. Servings are huge. Don't order too much. It's totally not Japanese at all, the serving size!

Atmosphere: The place is really nice and relaxing. Very fancy. Also too dark to see the food clearly. 

Service: Not bad. Not..."
Kampachi Plaza33,303138426,2015-08-25 00:00:00,August 2015,kiangtravellar,61 reviews,3,Re: very pricey,"Had dinner here for the second time within the last 2 years. Realised that the average price per main course is RM50. I ordered the unajyu set dinner that comprises small pieces of ? Chicken/ tuna pieces, 3 pieces of salmon, soup and tiny 2cmx2cm..."
Kampachi Plaza33,301373708,2015-08-20 00:00:00,May 2015,Sharon K,15 reviews,5,By Far My Favourite Japanese Restaurant,"Food and service are just top notch. From the time you call to make a reservation, to arriving at the restaurant, to having your food, and leaving the place - just great service through and through. This place serves the best sashimi I've had. And..."
Kampachi Plaza33,295495288,2015-08-04 00:00:00,August 2015,Choosey65,47 reviews,5,Family favourite,This branch in PJ much appreciated by the family. Taken to the first Kampachi Japanese restaurant at Equatorial 20+ years ago. Visited the pavilion branch 2 years ago and and now this one. Fresh sashimi my son particularly likes the scallops while I stick to...
Kampachi Plaza33,292137684,2015-07-25 00:00:00,July 2015,Dvicary,186 reviews,5,The best in town,My Japanese colleagues have rated this restaurant the tops for many years. We usually visit as a family for birthday celebrations at the Sunday Buffet. Excellent standards of food and service have been maintained for many years now. LNG may it continue
Kampachi Plaza33,256300361,2015-02-25 00:00:00,January 2015,Soursquirm,31 reviews,5,Impressive and cosy atmosphere,"Not cheap but value for money! Freshness, quality and impressive presentation assured besides great hospitality!
Stylish bar with unique seating ""pods"" for privacy.
Omakase( chef selection), udon/ soba, chirashi don, sashimi, the signature maki, matcha ice cream and the kinrara rice tea are just a..."
Kampachi Plaza33,246634234,2014-12-31 00:00:00,December 2014,wanzhung,69 reviews,4,Good food good ambience,Been visiting to Kampachi in Jaya 33 for several times. What I like about Kampachi is the freshness of the food they serve and the environment of the restaurant. I would recommend the cod fish with teriyaki sauce as it is my favorite. The staff...
Kampachi Plaza33,243776773,2014-12-10 00:00:00,November 2014,Stephen H,123 reviews,4,Stunning food and sake choices,Traditional with attentive service and knowledgable sake recommendations.This part of the Kampachi group has a sake sommelier and remember in Malaysia Tuesdays and Friday nights for the freshest from Japan. Try seasonal recommendations and you will also the  servers helpful which is rare in many...
Kampachi Plaza33,233546865,2014-10-10 00:00:00,October 2014,ongjanice1,334 reviews,4,Satisfied,"I do not enjoy Japanese buffets simply because most of the restaurants serves crappy shashimi & the spread are not appetising & the who dines there are very noisy. Anyway, I gave this place a try because Kampachi has always been known for their great..."
Kampachi Plaza33,206925393,2014-05-25 00:00:00,May 2014,duskyfang,14 reviews,4,Kampachi sunday brunch buffet 2.0,"I got a quite nice afternoon there because of it nice hospitality because most of the service I receive was nice and felt welcome to the place, the choice of food there is still the same compare to the old equatorial hotel KL kampachi sunday..."
Kampachi Plaza33,205024041,2014-05-11 00:00:00,May 2014,Jiny88,25 reviews,3,Over rated,"Visited kampanchi Pavillion multiple times yet never once in Jaya 33. Two of my good friends recommended me to try the buffet lunch. Thus, Went for the Sunday buffet lunch with family last weekend. Environment was pretty good except the floor full of the smell..."
